Fecha,Gasolina Regular,Gasolina Premium,Di√©sel
28/01/2020,"19,54","20,75","21,29"
29/01/2020,"19,53","20,73","21,27"
30/01/2020,"19,51","20,7","21,25"
31/01/2020,"19,48","20,66","21,24"
01/02/2020,"19,45","20,63","21,19"
02/02/2020,"19,44","20,61","21,18"
03/02/2020,"19,43","20,6","21,17"
04/02/2020,"19,42","20,58","21,15"
05/02/2020,"19,39","20,55","21,12"
06/02/2020,"19,34","20,48","21,05"
07/02/2020,"19,29","20,42","21,02"
08/02/2020,"19,29","20,42","21,02"
09/02/2020,"19,28","20,42","21,02"
10/02/2020,"19,28","20,4","21,01"
11/02/2020,"19,29","20,41",21
12/02/2020,"19,29","20,41","20,99"
13/02/2020,"19,29","20,4","20,97"
14/02/2020,"19,31","20,43","20,98"
15/02/2020,"19,35","20,44","20,98"
16/02/2020,"19,35","20,44","20,99"
17/02/2020,"19,36","20,45","20,99"
18/02/2020,"19,36","20,45","20,98"
19/02/2020,"19,37","20,45","20,98"
20/02/2020,"19,4","20,47","20,98"
21/02/2020,"19,47","20,52","20,99"
22/02/2020,"19,51","20,58",21
23/02/2020,"19,52","20,59",21
24/02/2020,"19,54","20,61",21
25/02/2020,"19,55","20,63","21,01"
26/02/2020,"19,56","20,63",21
27/02/2020,"19,57","20,61","20,98"
28/02/2020,"19,54","20,56","20,94"
29/02/2020,"19,5","20,51","20,9"
01/03/2020,"19,49","20,5","20,89"
02/03/2020,"19,48","20,49","20,88"
03/03/2020,"19,45","20,46","20,87"
04/03/2020,"19,44","20,45","20,87"
05/03/2020,"19,43","20,44","20,87"
06/03/2020,"19,43","20,43","20,86"
07/03/2020,"19,43","20,44","20,85"
08/03/2020,"19,43","20,43","20,84"
09/03/2020,"19,42","20,42","20,84"
10/03/2020,"19,37","20,37","20,8"
11/03/2020,"19,21","20,23","20,68"
12/03/2020,"19,05","20,1","20,58"
13/03/2020,"18,87",20,"20,5"
14/03/2020,"18,59","19,78","20,4"
15/03/2020,"18,52","19,72","20,36"
16/03/2020,"18,45","19,66","20,33"
17/03/2020,"18,29","19,55","20,25"
18/03/2020,"18,05","19,31","20,11"
19/03/2020,"17,72","19,02","19,96"
20/03/2020,"17,24","18,58","19,76"
21/03/2020,"16,95","18,33","19,65"
22/03/2020,"16,88","18,27","19,61"
23/03/2020,"16,75","18,15","19,56"
24/03/2020,"16,45","17,86","19,52"
25/03/2020,"16,07","17,49","19,46"
26/03/2020,"15,81","17,26","19,45"
27/03/2020,"15,66","17,13","19,44"
28/03/2020,"15,48","16,96","19,37"
29/03/2020,"15,44","16,93","19,36"
30/03/2020,"15,34","16,85","19,32"
31/03/2020,"15,24","16,74","19,28"
01/04/2020,"15,22","16,72","19,27"
02/04/2020,"15,15","16,66","19,25"
03/04/2020,"15,09","16,59","19,2"
04/04/2020,"15,11","16,59","19,2"
05/04/2020,"15,12","16,59","19,2"
06/04/2020,"15,13","16,58","19,2"
07/04/2020,"15,18","16,61","19,25"
08/04/2020,"15,19","16,6","19,26"
09/04/2020,"15,15","16,56","19,23"
10/04/2020,"15,14","16,54","19,21"
11/04/2020,"15,14","16,54","19,21"
12/04/2020,"15,14","16,53","19,2"
13/04/2020,"15,13","16,52","19,19"
14/04/2020,"15,12","16,5","19,18"
15/04/2020,"15,13","16,48","19,16"
16/04/2020,"15,14","16,48","19,11"
17/04/2020,"15,15","16,47","19,08"
18/04/2020,"15,15","16,44","19,06"
19/04/2020,"15,15","16,43","19,05"
20/04/2020,"15,14","16,42","19,04"
21/04/2020,"15,13","16,4","19,03"
22/04/2020,"15,11","16,37","18,98"
23/04/2020,"15,03","16,28","18,86"
24/04/2020,"15,01","16,25","18,77"
25/04/2020,15,"16,23","18,73"
26/04/2020,15,"16,22","18,71"
27/04/2020,"14,99","16,21","18,68"
28/04/2020,"14,98","16,2","18,59"
29/04/2020,"14,97","16,17","18,47"
30/04/2020,"14,97","16,16","18,4"
01/05/2020,"15,01","16,18","18,38"
02/05/2020,"15,06","16,21","18,39"
03/05/2020,"15,06","16,21","18,38"
04/05/2020,"15,08","16,22","18,37"
05/05/2020,"15,14","16,25","18,37"
06/05/2020,"15,33","16,39","18,39"
07/05/2020,"15,6","16,59","18,45"
08/05/2020,"15,77","16,7","18,46"
09/05/2020,"15,95","16,83","18,45"
10/05/2020,"15,99","16,86","18,46"
11/05/2020,"16,06","16,9","18,46"
12/05/2020,"16,19",17,"18,49"
13/05/2020,"16,27","17,05","18,5"
14/05/2020,"16,3","17,07","18,49"
15/05/2020,"16,3","17,07","18,48"
16/05/2020,"16,38","17,13","18,52"
17/05/2020,"16,39","17,15","18,52"
18/05/2020,"16,42","17,17","18,53"
19/05/2020,"16,53","17,25","18,58"
20/05/2020,"16,68","17,38","18,68"
21/05/2020,"16,81","17,48","18,73"
22/05/2020,"16,89","17,54","18,74"
23/05/2020,"16,92","17,57","18,75"
24/05/2020,"16,93","17,57","18,76"
25/05/2020,"16,95","17,58","18,76"
26/05/2020,"16,97","17,59","18,76"
27/05/2020,"16,98","17,6","18,76"
28/05/2020,"16,98","17,6","18,76"
29/05/2020,"16,98","17,59","18,75"
30/05/2020,"16,97","17,59","18,73"
31/05/2020,"16,97","17,59","18,73"
01/06/2020,"16,98","17,59","18,73"
02/06/2020,"17,01","17,62","18,74"
03/06/2020,"17,04","17,63","18,74"
04/06/2020,"17,08","17,67","18,77"
05/06/2020,"17,11","17,68","18,77"
06/06/2020,"17,15","17,71","18,78"
07/06/2020,"17,16","17,72","18,78"
08/06/2020,"17,19","17,75","18,78"
09/06/2020,"17,31","17,85","18,87"
10/06/2020,"17,39","17,91","18,92"
11/06/2020,"17,46","17,97","18,97"
12/06/2020,"17,52","18,02","19,03"
13/06/2020,"17,52","18,03","19,03"
14/06/2020,"17,53","18,03","19,03"
15/06/2020,"17,54","18,04","19,04"
16/06/2020,"17,56","18,05","19,05"
17/06/2020,"17,63","18,11","19,1"
18/06/2020,"17,72","18,19","19,17"
19/06/2020,"17,79","18,26","19,23"
20/06/2020,"17,92","18,4","19,33"
21/06/2020,"17,96","18,44","19,35"
22/06/2020,"18,01","18,49","19,39"
23/06/2020,"18,11","18,59","19,45"
24/06/2020,"18,2","18,66","19,5"
25/06/2020,"18,27","18,72","19,53"
26/06/2020,"18,28","18,73","19,54"
27/06/2020,"18,29","18,74","19,54"
28/06/2020,"18,29","18,74","19,54"
29/06/2020,"18,3","18,74","19,54"
30/06/2020,"18,3","18,75","19,54"
01/07/2020,"18,35","18,8","19,56"
02/07/2020,"18,4","18,85","19,58"
03/07/2020,"18,43","18,88","19,6"
04/07/2020,"18,46","18,92","19,62"
05/07/2020,"18,47","18,93","19,62"
06/07/2020,"18,49","18,95","19,63"
07/07/2020,"18,52","18,99","19,64"
08/07/2020,"18,53",19,"19,66"
09/07/2020,"18,57","19,04","19,68"
10/07/2020,"18,63","19,1","19,7"
11/07/2020,"18,65","19,12","19,71"
12/07/2020,"18,65","19,12","19,72"
13/07/2020,"18,65","19,13","19,72"
14/07/2020,"18,67","19,15","19,73"
15/07/2020,"18,68","19,16","19,73"
16/07/2020,"18,67","19,15","19,73"
17/07/2020,"18,67","19,15","19,73"
18/07/2020,"18,66","19,14","19,72"
19/07/2020,"18,66","19,14","19,72"
20/07/2020,"18,65","19,13","19,7"
21/07/2020,"18,64","19,12","19,7"
22/07/2020,"18,64","19,12","19,71"
23/07/2020,"18,65","19,14","19,74"
24/07/2020,"18,66","19,15","19,74"
25/07/2020,"18,66","19,15","19,74"
26/07/2020,"18,66","19,15","19,74"
27/07/2020,"18,66","19,15","19,74"
28/07/2020,"18,66","19,15","19,74"
29/07/2020,"18,65","19,15","19,74"
30/07/2020,"18,64","19,13","19,73"
31/07/2020,"18,61","19,1","19,72"
01/08/2020,"18,59","19,08","19,71"
02/08/2020,"18,59","19,08","19,71"
03/08/2020,"18,58","19,07","19,7"
04/08/2020,"18,57","19,05","19,7"
05/08/2020,"18,58","19,07","19,71"
06/08/2020,"18,59","19,07","19,73"
07/08/2020,"18,59","19,07","19,73"
08/08/2020,"18,58","19,06","19,72"
09/08/2020,"18,57","19,04","19,71"
10/08/2020,"18,56","19,03","19,71"
11/08/2020,"18,55","19,03","19,7"
12/08/2020,"18,55","19,02","19,7"
13/08/2020,"18,53","19,02","19,7"
14/08/2020,"18,54","19,02","19,71"
15/08/2020,"18,53","19,02","19,7"
16/08/2020,"18,53","19,02","19,7"
17/08/2020,"18,53","19,01","19,7"
18/08/2020,"18,53","19,02","19,7"
19/08/2020,"18,55","19,03","19,7"
20/08/2020,"18,57","19,05","19,7"
21/08/2020,"18,58","19,07","19,69"
22/08/2020,"18,58","19,07","19,68"
23/08/2020,"18,58","19,08","19,68"
24/08/2020,"18,59","19,08","19,67"
25/08/2020,"18,59","19,09","19,66"
26/08/2020,"18,68","19,19","19,69"
27/08/2020,"18,75","19,25","19,72"
28/08/2020,"18,78","19,27","19,72"
29/08/2020,"18,76","19,25","19,71"
30/08/2020,"18,76","19,25","19,71"
31/08/2020,"18,76","19,25","19,71"
01/09/2020,"18,76","19,24","19,7"
02/09/2020,"18,74","19,22","19,68"
03/09/2020,"18,74","19,21","19,67"
04/09/2020,"18,72","19,2","19,65"
05/09/2020,"18,71","19,19","19,62"
06/09/2020,"18,71","19,19","19,62"
07/09/2020,"18,7","19,19","19,61"
08/09/2020,"18,68","19,17","19,58"
09/09/2020,"18,66","19,15","19,56"
10/09/2020,"18,61","19,1","19,5"
11/09/2020,"18,56","19,06","19,46"
12/09/2020,"18,51","19,02","19,41"
13/09/2020,"18,5","19,01","19,4"
14/09/2020,"18,48",19,"19,38"
15/09/2020,"18,44","18,96","19,35"
16/09/2020,"18,42","18,95","19,32"
17/09/2020,"18,4","18,94","19,31"
18/09/2020,"18,39","18,93","19,28"
19/09/2020,"18,4","18,94","19,29"
20/09/2020,"18,41","18,94","19,29"
21/09/2020,"18,41","18,94","19,28"
22/09/2020,"18,42","18,95","19,27"
23/09/2020,"18,41","18,95","19,25"
24/09/2020,"18,4","18,93","19,22"
25/09/2020,"18,4","18,92","19,21"
26/09/2020,"18,43","18,95","19,21"
27/09/2020,"18,43","18,95","19,2"
28/09/2020,"18,45","18,97","19,2"
29/09/2020,"18,56","19,07","19,22"
30/09/2020,"18,62","19,12","19,23"
01/10/2020,"18,61","19,1","19,21"
02/10/2020,"18,59","19,08","19,2"
03/10/2020,"18,56","19,06","19,18"
04/10/2020,"18,56","19,06","19,18"
05/10/2020,"18,54","19,05","19,16"
06/10/2020,"18,5","19,01","19,12"
07/10/2020,"18,5","19,01","19,12"
08/10/2020,"18,53","19,05","19,14"
09/10/2020,"18,53","19,05","19,14"
10/10/2020,"18,54","19,05","19,14"
11/10/2020,"18,54","19,06","19,13"
12/10/2020,"18,54","19,05","19,13"
13/10/2020,"18,52","19,04","19,12"
14/10/2020,"18,5","19,03","19,11"
15/10/2020,"18,47",19,"19,09"
16/10/2020,"18,45","18,98","19,08"
17/10/2020,"18,43","18,96","19,07"
18/10/2020,"18,42","18,95","19,07"
19/10/2020,"18,41","18,94","19,06"
20/10/2020,"18,36","18,91","19,04"
21/10/2020,"18,33","18,89","19,03"
22/10/2020,"18,31","18,87","19,01"
23/10/2020,"18,27","18,84","18,99"
24/10/2020,"18,24","18,8","18,97"
25/10/2020,"18,23","18,8","18,96"
26/10/2020,"18,22","18,79","18,95"
27/10/2020,"18,18","18,76","18,93"
28/10/2020,"18,14","18,72","18,91"
29/10/2020,"18,11","18,69","18,9"
30/10/2020,"18,04","18,63","18,86"
31/10/2020,"17,98","18,58","18,84"
01/11/2020,"17,96","18,56","18,83"
02/11/2020,"17,94","18,54","18,82"
03/11/2020,"17,89","18,5","18,8"
04/11/2020,"17,84","18,45","18,77"
05/11/2020,"17,8","18,42","18,77"
06/11/2020,"17,78","18,41","18,78"
07/11/2020,"17,77","18,39","18,78"
08/11/2020,"17,76","18,39","18,78"
09/11/2020,"17,75","18,38","18,77"
10/11/2020,"17,71","18,34","18,74"
11/11/2020,"17,7","18,33","18,75"
12/11/2020,"17,72","18,35","18,77"
13/11/2020,"17,71","18,34","18,78"
14/11/2020,"17,7","18,33","18,78"
15/11/2020,"17,69","18,33","18,77"
16/11/2020,"17,69","18,33","18,77"
17/11/2020,"17,67","18,31","18,76"
18/11/2020,"17,65","18,29","18,76"
19/11/2020,"17,64","18,28","18,76"
20/11/2020,"17,63","18,28","18,77"
21/11/2020,"17,62","18,26","18,77"
22/11/2020,"17,61","18,26","18,77"
23/11/2020,"17,61","18,25","18,77"
24/11/2020,"17,61","18,25","18,78"
25/11/2020,"17,62","18,26","18,8"
26/11/2020,"17,66","18,3","18,86"
27/11/2020,"17,7","18,33","18,92"
28/11/2020,"17,73","18,35","18,95"
29/11/2020,"17,73","18,35","18,95"
30/11/2020,"17,76","18,36","18,96"
01/12/2020,"17,78","18,36","18,98"
02/12/2020,"17,78","18,36","18,99"
03/12/2020,"17,77","18,34","18,98"
04/12/2020,"17,76","18,34","18,98"
05/12/2020,"17,76","18,35","18,99"
06/12/2020,"17,75","18,34","18,99"
07/12/2020,"17,75","18,34","18,98"
08/12/2020,"17,76","18,34","18,99"
09/12/2020,"17,75","18,34","18,99"
10/12/2020,"17,74","18,34","18,99"
11/12/2020,"17,75","18,34",19
12/12/2020,"17,78","18,37","19,03"
13/12/2020,"17,78","18,37","19,04"
14/12/2020,"17,79","18,38","19,05"
15/12/2020,"17,82","18,41","19,08"
16/12/2020,"17,86","18,44","19,12"
17/12/2020,"17,87","18,45","19,16"
18/12/2020,"17,9","18,47","19,19"
19/12/2020,"17,97","18,53","19,23"
20/12/2020,"17,98","18,54","19,23"
21/12/2020,18,"18,56","19,25"
22/12/2020,"18,06","18,61","19,29"
23/12/2020,"18,09","18,63","19,32"
24/12/2020,"18,1","18,64","19,33"
25/12/2020,"18,12","18,65","19,34"
26/12/2020,"18,12","18,66","19,34"
27/12/2020,"18,12","18,66","19,35"
28/12/2020,"18,13","18,67","19,35"
29/12/2020,"18,14","18,68","19,37"
30/12/2020,"18,15","18,69","19,38"
31/12/2020,"18,16","18,7","19,39"
01/01/2021,"18,21","18,75","19,42"
01/02/2021,"19,44","19,94","20,21"
01/03/2021,"19,98","21,22","21,22"
01/04/2021,"20,21","21,85","21,51"
01/05/2021,"20,2","21,95","21,64"
01/06/2021,"20,23","22,05","21,69"
02/01/2021,"18,25","18,79","19,44"
02/02/2021,"19,45","19,95","20,22"
02/03/2021,20,"21,28","21,24"
02/04/2021,"20,21","21,85","21,51"
02/05/2021,"20,2","21,96","21,65"
02/06/2021,"20,24","22,06","21,7"
03/01/2021,"18,26","18,8","19,45"
03/02/2021,"19,47","19,97","20,24"
03/03/2021,"20,01","21,32","21,27"
03/04/2021,"20,21","21,85","21,51"
03/05/2021,"20,2","21,96","21,65"
03/06/2021,"20,24","22,1","21,71"
04/01/2021,"18,29","18,83","19,46"
04/02/2021,"19,53","20,03","20,32"
04/03/2021,"20,01","21,36","21,29"
04/04/2021,"20,22","21,86","21,51"
04/05/2021,"20,21","21,97","21,66"
04/06/2021,"20,24","22,11","21,71"
05/01/2021,"18,35","18,88","19,49"
05/02/2021,"19,58","20,08","20,39"
05/03/2021,"20,02","21,39","21,31"
05/04/2021,"20,22","21,86","21,51"
05/05/2021,"20,22","21,97","21,67"
05/06/2021,"20,25","22,11","21,72"
06/01/2021,"18,38","18,9","19,51"
06/02/2021,"19,61","20,12","20,46"
06/03/2021,"20,03","21,41","21,33"
06/04/2021,"20,21","21,86","21,51"
06/05/2021,"20,22","21,97","21,67"
06/06/2021,"20,24","22,11","21,72"
07/01/2021,"18,47","18,99","19,58"
07/02/2021,"19,62","20,12","20,47"
07/03/2021,"20,02","21,42","21,33"
07/04/2021,"20,2","21,86","21,5"
07/05/2021,"20,23","21,98","21,67"
07/06/2021,"20,25","22,11","21,72"
08/01/2021,"18,56","19,07","19,64"
08/02/2021,"19,63","20,14","20,5"
08/03/2021,"20,03","21,43","21,35"
08/04/2021,"20,2","21,86","21,5"
08/05/2021,"20,23","21,99","21,68"
08/06/2021,"20,25","22,11","21,72"
09/01/2021,"18,64","19,15","19,68"
09/02/2021,"19,66","20,17","20,55"
09/03/2021,"20,04","21,45","21,36"
09/04/2021,"20,19","21,85","21,49"
09/05/2021,"20,23","21,98","21,68"
09/06/2021,"20,25","22,12","21,73"
10/01/2021,"18,65","19,16","19,69"
10/02/2021,"19,68","20,19","20,61"
10/03/2021,"20,05","21,48","21,38"
10/04/2021,"20,17","21,84","21,49"
10/05/2021,"20,23","21,99","21,68"
10/06/2021,"20,25","22,11","21,73"
11/01/2021,"18,7","19,2","19,72"
11/02/2021,"19,7","20,21","20,66"
11/03/2021,"20,08","21,53","21,42"
11/04/2021,"20,18","21,84","21,49"
11/05/2021,"20,24",22,"21,69"
11/06/2021,"20,25","22,12","21,73"
12/01/2021,"18,85","19,36","19,83"
12/02/2021,"19,73","20,24","20,7"
12/03/2021,"20,1","21,57","21,44"
12/04/2021,"20,18","21,83","21,48"
12/05/2021,"20,25","22,01","21,7"
12/06/2021,"20,25","22,12","21,73"
13/01/2021,"18,96","19,46","19,89"
13/02/2021,"19,74","20,26","20,72"
13/03/2021,"20,11","21,59","21,46"
13/04/2021,"20,16","21,83","21,49"
13/05/2021,"20,25","22,02","21,7"
13/06/2021,"20,24","22,12","21,73"
14/01/2021,"19,04","19,54","19,94"
14/02/2021,"19,75","20,26","20,72"
14/03/2021,"20,11","21,61","21,47"
14/04/2021,"20,15","21,83","21,48"
14/05/2021,"20,25","22,03","21,7"
14/06/2021,"20,25","22,13","21,73"
15/01/2021,"19,09","19,59","19,97"
15/02/2021,"19,76","20,27","20,73"
15/03/2021,"20,12","21,62","21,47"
15/04/2021,"20,14","21,83","21,49"
15/05/2021,"20,26","22,03","21,7"
15/06/2021,"20,24","22,12","21,72"
16/01/2021,"19,13","19,63","19,99"
16/02/2021,"19,77","20,28","20,77"
16/03/2021,"20,13","21,64","21,48"
16/04/2021,"20,16","21,86","21,53"
16/05/2021,"20,25","22,03","21,7"
16/06/2021,"20,25","22,13","21,72"
17/01/2021,"19,13","19,64",20
17/02/2021,"19,78","20,3","20,79"
17/03/2021,"20,14","21,66","21,5"
17/04/2021,"20,2","21,91","21,57"
17/05/2021,"20,25","22,03","21,7"
17/06/2021,"20,25","22,14","21,73"
18/01/2021,"19,15","19,65","20,01"
18/02/2021,"19,82","20,4","20,89"
18/03/2021,"20,15","21,68","21,52"
18/04/2021,"20,19","21,91","21,58"
18/05/2021,"20,26","22,03","21,7"
18/06/2021,"20,25","22,15","21,73"
19/01/2021,"19,17","19,67","20,03"
19/02/2021,"19,87","20,54","20,96"
19/03/2021,"20,16","21,7","21,53"
19/04/2021,"20,2","21,92","21,59"
19/05/2021,"20,25","22,04","21,7"
19/06/2021,"20,25","22,15","21,72"
20/01/2021,"19,18","19,68","20,04"
20/02/2021,"19,89","20,63","21,01"
20/03/2021,"20,16","21,71","21,53"
20/04/2021,"20,21","21,93","21,61"
20/05/2021,"20,25","22,05","21,71"
20/06/2021,"20,25","22,15","21,72"
21/01/2021,"19,19","19,7","20,05"
21/02/2021,"19,9","20,65","21,02"
21/03/2021,"20,16","21,72","21,53"
21/04/2021,"20,21","21,94","21,62"
21/05/2021,"20,23","22,05","21,71"
21/06/2021,"20,29","22,15","21,72"
22/01/2021,"19,2","19,71","20,05"
22/02/2021,"19,91","20,69","21,04"
22/03/2021,"20,16","21,72","21,52"
22/04/2021,"20,2","21,94","21,62"
22/05/2021,"20,21","22,04","21,69"
22/06/2021,"20,3","22,15","21,74"
23/01/2021,"19,22","19,73","20,06"
23/02/2021,"19,93","20,81","21,08"
23/03/2021,"20,17","21,73","21,49"
23/04/2021,"20,18","21,93","21,62"
23/05/2021,"20,2","22,05","21,69"
23/06/2021,"20,31","22,16","21,76"
24/01/2021,"19,22","19,73","20,06"
24/02/2021,"19,94","20,94","21,11"
24/03/2021,"20,17","21,75","21,49"
24/04/2021,"20,17","21,92","21,6"
24/05/2021,"20,19","22,04","21,69"
24/06/2021,"20,32","22,16","21,77"
25/01/2021,"19,23","19,74","20,07"
25/02/2021,"19,95","21,05","21,14"
25/03/2021,"20,17","21,75","21,46"
25/04/2021,"20,17","21,92","21,61"
25/05/2021,"20,18","22,04","21,67"
25/06/2021,"20,33","22,15","21,78"
26/01/2021,"19,26","19,77","20,08"
26/02/2021,"19,97","21,12","21,17"
26/03/2021,"20,17","21,74","21,46"
26/04/2021,"20,17","21,92","21,61"
26/05/2021,"20,18","22,04","21,68"
26/06/2021,"20,33","22,16","21,78"
27/01/2021,"19,31","19,82","20,12"
27/02/2021,"19,97","21,18","21,19"
27/03/2021,"20,16","21,74","21,47"
27/04/2021,"20,17","21,92","21,6"
27/05/2021,"20,19","22,04","21,68"
27/06/2021,"20,33","22,15","21,78"
28/01/2021,"19,35","19,86","20,14"
28/02/2021,"19,98","21,19","21,2"
28/03/2021,"20,16","21,75","21,47"
28/04/2021,"20,16","21,92","21,6"
28/05/2021,"20,2","22,04","21,68"
28/06/2021,"20,34","22,16","21,78"
29/01/2021,"19,38","19,9","20,17"
29/03/2021,"20,16","21,76","21,47"
29/04/2021,"20,18","21,93","21,62"
29/05/2021,"20,22","22,05","21,69"
29/06/2021,"20,32","22,16","21,75"
30/01/2021,"19,42","19,93","20,2"
30/03/2021,"20,16","21,78","21,49"
30/04/2021,"20,19","21,94","21,63"
30/05/2021,"20,22","22,05","21,69"
30/06/2021,"20,28","22,17","21,73"
31/01/2021,"19,43","19,93","20,2"
31/03/2021,"20,2","21,82","21,51"
31/05/2021,"20,22","22,04","21,69"
01/07/2021,"20,27","22,18","21,71"
02/07/2021,"20,25","22,17","21,7"
03/07/2021,"20,27","22,18","21,73"
04/07/2021,"20,27","22,18","21,73"
05/07/2021,"20,28","22,19","21,73"
06/07/2021,"20,3","22,2","21,75"
07/07/2021,"20,3","22,2","21,75"
08/07/2021,"20,31","22,2","21,74"
09/07/2021,"20,3","22,2","21,73"
10/07/2021,"20,29","22,2","21,73"
11/07/2021,"20,29","22,2","21,73"
12/07/2021,"20,29","22,2","21,73"
13/07/2021,"20,29","22,21","21,72"
14/07/2021,"20,28","22,21","21,72"
15/07/2021,"20,3","22,21","21,73"
16/07/2021,"20,29","22,21","21,72"
17/07/2021,"20,28","22,21","21,72"
18/07/2021,"20,27","22,2","21,72"
19/07/2021,"20,27","22,2","21,72"
20/07/2021,"20,26","22,2","21,72"
21/07/2021,"20,23","22,21","21,69"
22/07/2021,"20,2","22,2","21,66"
23/07/2021,"20,2","22,21","21,67"
24/07/2021,"20,25","22,21","21,72"
25/07/2021,"20,26","22,22","21,73"
26/07/2021,"20,29","22,23","21,75"
27/07/2021,"20,32","22,24","21,78"
28/07/2021,"20,33","22,24","21,8"
29/07/2021,"20,35","22,25","21,81"
30/07/2021,"20,36","22,25","21,82"
31/07/2021,"20,37","22,26","21,84"
01/08/2021,"20,37","22,26","21,84"
02/08/2021,"20,38","22,26","21,84"
03/08/2021,"20,39","22,26","21,85"
04/08/2021,"20,39","22,27","21,86"
05/08/2021,"20,39","22,27","21,85"
06/08/2021,"20,4","22,28","21,85"
07/08/2021,"20,39","22,28","21,84"
08/08/2021,"20,39","22,28","21,84"
09/08/2021,"20,4","22,28","21,84"
10/08/2021,"20,38","22,29","21,82"
11/08/2021,"20,37","22,3","21,81"
12/08/2021,"20,37","22,3","21,8"
